,NAME,SCORING,ROUNDS,TOTAL STROKES,DRIVE_DISTANCE,TOTAL DISTANCE,TOTAL DRIVES,FWY_%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GIR_%,GREENS HIT,# HOLES,RELATIVE/PAR,SG_P,TOTAL SG:PUTTING,SG_TTG,SG:OTT,SG:APR,SG:ARG,SG_T,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,SCRAMBLING_P,PAR OR BETTER,MISSED GIR,POINTS,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,TOP 10,1ST,2ND,3RD,Year
15,Xander Schauffele,"2,765",47,"2,765","22,210","22,210",72,353,353,556,504,504,720,-0.34,8.103,8.103,.493,.493,.578,.273,52.495,52.495,44.392,8.103,141,141,216,995,13,1,3,"1,847",,1,1,,1,2020
16,Will Zalatoris,"3,211",55,"3,211","26,275","26,275",84,338,338,640,585,585,828,-0.30,-7.687,-7.687,.604,.604,1.102,.139,53.212,53.212,60.899,-7.687,149,149,243,"1,202",15,0,6,"1,640",,,,2,,2020
17,Seamus Power,"4,154",67,"4,154","36,037","36,037",120,539,539,841,760,760,"1,080",-0.32,20.994,20.994,.232,.232,.017,.094,35.751,35.751,14.756,20.994,211,211,320,892,20,0,5,"1,950",,,,,1,2020
18,Sam Burns,"3,189",50,"3,189","28,444","28,444",92,386,386,640,577,577,828,-0.35,18.896,18.896,.190,.190,.678,.145,62.492,62.492,43.595,18.896,156,156,251,"1,601",15,2,6,"1,241",,2,2,1,,2020
19,Billy Horschel,"2,934",50,"2,934","24,782","24,782",84,402,402,592,514,514,756,-0.31,20.257,20.257,.322,.322,-.108,.383,39.948,39.948,19.691,20.257,149,149,242,784,13,0,4,"2,058",,,,2,,2020
20,Sungjae Im,"3,601",59,"3,601","31,271","31,271",104,474,474,728,659,659,936,-0.30,9.584,9.584,.581,.581,.157,.496,65.103,65.103,55.518,9.584,194,194,277,"1,117",16,1,5,"1,725",,1,1,,,2020
21,Mito Pereira,"4,522",66,"4,522","39,491","39,491",130,553,553,901,832,832,"1,170",-0.27,5.508,5.508,.430,.430,.730,.009,69.827,69.827,64.317,5.508,222,222,338,749,19,0,2,"2,093",,,,,2,2020
22,Tom Hoge,"4,871",75,"4,871","39,302","39,302",132,605,605,971,839,839,"1,260",-0.30,-1.568,-1.568,.103,.103,.848,.186,57.570,57.570,59.136,-1.568,286,286,421,"1,309",22,1,4,"1,533",,1,1,1,,2020
23,Denny McCarthy,"4,892",72,"4,892","40,752","40,752",140,637,637,971,823,823,"1,260",-0.28,39.099,39.099,-.076,-.076,-.151,.224,38.952,38.952,-.148,39.099,296,296,437,529,20,0,2,"2,313",,,,,,2020
24,Patrick Cantlay,"2,221",39,"2,221","19,427","19,427",64,282,282,451,387,387,576,-0.35,6.031,6.031,.491,.491,.173,.288,28.879,28.879,22.849,6.031,122,122,189,"1,410",11,1,6,"1,432",,1,1,2,,2020
25,Viktor Hovland,"2,918",49,"2,918","25,772","25,772",84,383,383,588,523,523,756,-0.35,8.252,8.252,.562,.562,.978,-.728,35.859,35.859,27.608,8.252,145,145,233,"1,128",13,1,4,"1,714",,1,1,1,,2020
26,Corey Conners,"3,704",60,"3,704","31,908","31,908",106,485,485,742,667,667,954,-0.27,4.423,4.423,.715,.715,.278,.018,49.930,49.930,45.507,4.423,179,179,287,703,16,0,2,"2,139",,,,,1,2020
27,Tyrrell Hatton,"2,675",46,"2,675","22,716","22,716",76,291,291,526,428,428,684,-0.34,29.730,29.730,-.036,-.036,.329,.210,44.850,44.850,15.119,29.730,144,144,256,564,12,0,2,"2,278",,,,1,,2020
28,Keith Mitchell,"3,897",61,"3,897","34,621","34,621",112,480,480,779,682,682,"1,008",-0.30,9.073,9.073,.728,.728,-.044,.089,46.155,46.155,37.081,9.073,208,208,326,638,18,0,4,"2,204",,,,,1,2020
29,Keegan Bradley,"3,771",61,"3,771","30,764","30,764",100,442,442,750,634,634,972,-0.31,1.609,1.609,.519,.519,.463,.225,54.752,54.752,53.144,1.609,205,205,338,761,17,0,5,"2,081",,,,1,,2020
30,Max Homa,"3,360",55,"3,360","29,204","29,204",96,419,419,672,573,573,864,-0.35,18.172,18.172,.498,.498,.617,-.056,62.646,62.646,44.475,18.172,166,166,291,"1,401",15,2,3,"1,441",,2,2,,,2020
31,Aaron Wise,"3,895",56,"3,895","34,376","34,376",112,460,460,774,698,698,"1,008",-0.31,-4.644,-4.644,.365,.365,.510,.146,47.451,47.451,52.095,-4.644,193,193,310,529,16,0,3,"2,313",,,,,,2020
32,Troy Merritt,"4,137",61,"4,137","32,131","32,131",110,502,502,817,651,651,"1,062",-0.31,25.233,25.233,.129,.129,.039,.042,34.924,34.924,9.692,25.233,273,273,411,539,17,0,2,"2,303",,,,,,2020
33,Chris Kirk,"3,768",58,"3,768","30,051","30,051",100,487,487,749,650,650,972,-0.30,-5.267,-5.267,.453,.453,.463,.512,53.311,53.311,58.579,-5.267,205,205,322,499,17,0,3,"2,343",,,,,,2020
34,Brian Harman,"3,846",58,"3,846","31,744","31,744",110,524,524,761,660,660,990,-0.28,13.436,13.436,.167,.167,.044,.073,26.549,26.549,13.112,13.436,209,209,330,451,17,0,3,"2,391",,,,,1,2020
35,Maverick McNealy,"4,324",67,"4,324","35,592","35,592",116,496,496,859,748,748,"1,116",-0.34,22.002,22.002,.292,.292,.189,-.078,42.570,42.570,20.567,22.002,211,211,368,757,18,0,2,"2,085",,,,1,,2020
36,Marc Leishman,"3,621",59,"3,621","31,809","31,809",104,421,421,728,634,634,936,-0.33,27.517,27.517,.053,.053,.362,.026,48.275,48.275,20.757,27.517,193,193,302,601,16,0,3,"2,241",,,,,1,2020
37,Alex Noren,"3,545",56,"3,545","28,221","28,221",94,412,412,706,615,615,918,-0.30,19.740,19.740,.024,.024,.299,.066,34.910,34.910,15.172,19.740,200,200,303,492,16,0,2,"2,350",,,,,,2020
38,Jhonattan Vegas,"3,986",57,"3,986","33,720","33,720",106,444,444,786,704,704,"1,026",-0.31,-2.436,-2.436,.422,.422,.386,-.145,26.113,26.113,28.550,-2.436,185,185,322,379,16,0,1,"2,463",,,,,,2020
39,Luke List,"4,070",61,"4,070","34,063","34,063",108,448,448,804,726,726,"1,044",-0.27,-36.156,-36.156,.757,.757,.556,.172,32.178,32.178,68.332,-36.156,188,188,318,861,20,1,3,"1,981",,1,1,,,2020
40,Louis Oosthuizen,"2,099",33,"2,099","17,950","17,950",60,281,281,416,358,358,540,-0.30,-.589,-.589,.438,.438,-.133,.364,18.835,18.835,19.424,-.589,109,109,182,175,10,0,,"2,667",,,,,,2020
41,Gary Woodland,"3,449",49,"3,449","30,534","30,534",98,364,364,676,590,590,882,-0.28,11.773,11.773,.209,.209,.432,.066,41.459,41.459,29.686,11.773,181,181,292,470,16,0,4,"2,372",,,,,,2020
42,Davis Riley,"4,328",66,"4,328","37,987","37,987",124,544,544,855,755,755,"1,116",-0.33,12.529,12.529,.344,.344,-.046,-.035,25.667,25.667,13.135,12.529,212,212,361,788,20,0,5,"2,054",,,,1,,2020
43,Sergio Garcia,"2,256",37,"2,256","19,485","19,485",64,268,268,448,386,386,576,-0.28,5.983,5.983,.712,.712,-.266,.040,17.648,17.648,11.667,5.983,118,118,190,294,11,0,1,"2,548",,,,,,2020
44,Matthias Schwab,"3,218",50,"3,218","26,700","26,700",92,385,385,637,562,562,828,-0.28,19.496,19.496,-.423,-.423,.193,.314,22.116,22.116,2.619,19.496,163,163,266,292,14,0,3,"2,550",,,,,,2020
45,Mackenzie Hughes,"3,521",53,"3,521","27,232","27,232",92,411,411,689,577,577,900,-0.30,23.737,23.737,-.272,-.272,-.103,.215,17.668,17.668,-6.070,23.737,195,195,323,670,17,0,3,"2,172",,,,1,,2020
46,Mark Hubbard,"2,791",44,"2,791","22,782","22,782",80,341,341,555,488,488,720,-0.30,2.115,2.115,-.214,-.214,.335,.298,13.436,13.436,11.322,2.115,152,152,232,234,13,0,,"2,608",,,,,,2020
47,Webb Simpson,"2,663",41,"2,663","22,794","22,794",76,344,344,528,440,440,684,-0.31,.892,.892,-.015,-.015,.205,.296,16.954,16.954,16.061,.892,144,144,244,262,12,0,1,"2,580",,,,,,2020
48,Lanto Griffin,"4,778",68,"4,778","38,639","38,639",128,544,544,937,808,808,"1,224",-0.30,12.024,12.024,.160,.160,.383,-.278,27.354,27.354,15.327,12.024,257,257,416,583,19,0,4,"2,259",,,,,1,2020
49,Russell Knox,"4,696",71,"4,696","39,404","39,404",134,638,638,929,869,869,"1,206",-0.24,-31.253,-31.253,.298,.298,.535,-.021,14.235,14.235,45.488,-31.253,198,198,337,398,21,0,2,"2,444",,,,,,2020
50,C.T. Pan,"4,000",57,"4,000","31,382","31,382",106,480,480,784,691,691,"1,026",-0.27,-.726,-.726,.084,.084,.348,.249,30.593,30.593,31.320,-.726,211,211,335,404,16,0,2,"2,438",,,,,,2020
51,Adam Long,"4,413",65,"4,413","34,379","34,379",118,557,557,868,734,734,"1,134",-0.30,29.616,29.616,.055,.055,-.175,.078,27.451,27.451,-2.164,29.616,259,259,400,373,20,0,,"2,469",,,,,,2020
52,Cameron Tringale,"4,194",67,"4,194","33,974","33,974",112,483,483,823,743,743,"1,080",-0.31,10.425,10.425,-.182,-.182,.447,.127,29.656,29.656,19.229,10.425,205,205,337,794,19,0,4,"2,048",,,,1,1,2020
53,Charles Howell III,"2,936",42,"2,936","25,584","25,584",84,357,357,584,530,530,756,-0.27,-12.343,-12.343,.338,.338,-.049,.450,13.520,13.520,25.864,-12.343,139,139,226,277,13,0,1,"2,565",,,,,,2020
54,Christiaan Bezuidenhout,"3,513",57,"3,513","28,743","28,743",100,455,455,693,583,583,900,-0.26,7.259,7.259,.159,.159,.170,.180,24.054,24.054,16.796,7.259,216,216,317,345,16,0,,"2,497",,,,,,2020
55,Adam Hadwin,"4,192",62,"4,192","35,515","35,515",120,535,535,835,744,744,"1,080",-0.28,7.947,7.947,-.127,-.127,.458,.348,39.190,39.190,31.242,7.947,214,214,336,532,18,0,4,"2,310",,,,,,2020
56,Harold Varner III,"3,010",50,"3,010","26,105","26,105",86,329,329,597,502,502,774,-0.34,1.873,1.873,-.136,-.136,.413,.397,25.483,25.483,23.610,1.873,171,171,272,557,15,0,3,"2,285",,,,,1,2020
57,Adam Scott,"2,810",44,"2,810","25,006","25,006",80,308,308,556,476,476,720,-0.33,16.377,16.377,.214,.214,.291,-.181,27.718,27.718,11.341,16.377,144,144,244,417,12,0,3,"2,425",,,,,,2020
58,J.J. Spaun,"5,055",72,"5,055","42,343","42,343",144,649,649,999,880,880,"1,296",-0.29,4.034,4.034,.207,.207,.186,-.008,24.812,24.812,20.776,4.034,252,252,416,897,21,1,2,"1,945",,1,1,,,2020
59,Matthew NeSmith,"4,497",68,"4,497","35,637","35,637",120,560,560,883,798,798,"1,152",-0.26,-12.978,-12.978,.185,.185,.487,.027,23.396,23.396,36.373,-12.978,215,215,354,475,20,0,2,"2,367",,,,,1,2020
60,Jordan Spieth,"2,926",45,"2,926","25,851","25,851",84,348,348,591,523,523,756,-0.32,-14.276,-14.276,.467,.467,.643,.259,36.409,36.409,50.686,-14.276,156,156,233,"1,277",13,1,3,"1,565",,1,1,2,,2020
61,Daniel Berger,"1,975",31,"1,975","16,458","16,458",56,271,271,396,326,326,504,-0.29,-1.777,-1.777,.379,.379,.579,.300,27.161,27.161,28.939,-1.777,118,118,178,395,9,0,2,"2,447",,,,,,2020
62,Brendan Steele,"3,737",57,"3,737","30,081","30,081",98,438,438,738,647,647,954,-0.24,-18.383,-18.383,.707,.707,.094,-.129,9.832,9.832,28.216,-18.383,192,192,307,563,17,0,3,"2,279",,,,1,,2020
63,Jason Day,"2,810",44,"2,810","24,153","24,153",80,331,331,553,462,462,720,-0.33,8.863,8.863,-.148,-.148,-.185,.230,5.396,5.396,-3.469,8.863,159,159,258,302,13,0,2,"2,540",,,,,1,2020
64,K.H. Lee,"4,494",64,"4,494","36,019","36,019",120,569,569,896,759,759,"1,152",-0.30,6.161,6.161,.333,.333,-.038,.027,24.244,24.244,18.085,6.161,244,244,393,781,18,1,1,"2,061",,1,1,,,2020
65,Joel Dahmen,"4,127",63,"4,127","34,586","34,586",118,560,560,821,737,737,"1,062",-0.29,-1.083,-1.083,.191,.191,.343,-.320,9.678,9.678,10.759,-1.083,185,185,325,410,18,0,2,"2,432",,,,,,2020
66,Nate Lashley,"4,188",60,"4,188","35,529","35,529",120,521,521,829,734,734,"1,080",-0.30,11.764,11.764,.014,.014,.171,.035,21.710,21.710,9.944,11.764,218,218,346,393,19,0,1,"2,449",,,,,,2020
67,Aaron Rai,"4,273",65,"4,273","35,907","35,907",122,561,561,845,756,756,"1,098",-0.27,-6.976,-6.976,.185,.185,.348,-.028,15.760,15.760,22.737,-6.976,214,214,342,380,20,0,2,"2,462",,,,,,2020
68,Justin Rose,"2,388",41,"2,388","20,354","20,354",68,305,305,475,412,412,612,-0.31,9.476,9.476,.098,.098,.052,-.141,9.693,9.693,.216,9.476,124,124,200,308,12,0,1,"2,534",,,,,,2020
69,Alex Smalley,"4,287",63,"4,287","37,254","37,254",122,518,518,843,758,758,"1,098",-0.27,-9.113,-9.113,.316,.316,.071,-.198,-.266,-.266,8.847,-9.113,205,205,340,429,20,0,2,"2,413",,,,1,,2020
70,Jason Kokrak,"3,366",51,"3,366","29,719","29,719",96,417,417,670,564,564,864,-0.32,16.028,16.028,.044,.044,.085,-.084,18.012,18.012,1.983,16.028,184,184,300,784,14,1,1,"2,058",,1,1,,,2020
71,Sebastián Muñoz,"3,859",58,"3,859","30,956","30,956",102,471,471,760,669,669,990,-0.29,-12.313,-12.313,.288,.288,.260,.100,18.192,18.192,30.505,-12.313,191,191,321,692,17,0,3,"2,150",,,,,2,2020
72,Brendon Todd,"4,008",61,"4,008","29,303","29,303",106,545,545,787,660,660,"1,026",-0.27,29.297,29.297,-.437,-.437,-.049,.192,16.367,16.367,-12.931,29.297,239,239,366,318,18,0,1,"2,524",,,,,,2020
73,Taylor Pendrith,"3,585",51,"3,585","32,040","32,040",102,396,396,711,640,640,918,-0.26,-3.138,-3.138,.466,.466,-.147,-.012,8.841,8.841,11.979,-3.138,165,165,278,336,15,0,1,"2,506",,,,,,2020
74,Rickie Fowler,"3,183",45,"3,183","25,519","25,519",82,361,361,626,513,513,810,-0.30,-8.838,-8.838,-.083,-.083,.245,.294,6.683,6.683,15.524,-8.838,167,167,297,291,14,0,1,"2,551",,,,,1,2020
75,Rory Sabbatini,"2,451",35,"2,451","19,978","19,978",70,311,311,490,406,406,630,-0.30,10.149,10.149,-.114,-.114,-.259,.566,15.947,15.947,5.798,10.149,142,142,224,221,12,0,1,"2,621",,,,,1,2020
76,Ryan Palmer,"3,173",49,"3,173","25,180","25,180",82,346,346,621,556,556,810,-0.26,-14.161,-14.161,.491,.491,.252,.096,12.664,12.664,26.825,-14.161,139,139,254,310,15,0,1,"2,532",,,,,,2020
77,Tony Finau,"3,371",51,"3,371","29,046","29,046",96,384,384,670,594,594,864,-0.29,-14.914,-14.914,.473,.473,.490,.064,23.094,23.094,38.010,-14.914,161,161,270,412,15,0,1,"2,430",,,,1,,2020
78,Scott Stallings,"4,361",64,"4,361","37,617","37,617",124,461,461,857,717,717,"1,116",-0.30,18.534,18.534,-.095,-.095,-.018,.043,15.005,15.005,-3.531,18.534,248,248,399,420,21,0,2,"2,422",,,,,,2020
79,Martin Laird,"2,964",44,"2,964","25,059","25,059",84,394,394,584,514,514,756,-0.24,-17.382,-17.382,.223,.223,.355,.105,7.862,7.862,25.244,-17.382,155,155,242,214,14,0,,"2,628",,,,,,2020
80,Patrick Rodgers,"3,875",59,"3,875","33,945","33,945",110,380,380,765,685,685,990,-0.27,14.749,14.749,.075,.075,.041,.019,20.280,20.280,5.532,14.749,185,185,305,377,18,0,3,"2,465",,,,,,2020
81,J.T. Poston,"3,520",52,"3,520","29,811","29,811",100,425,425,694,586,586,900,-0.27,-.454,-.454,.369,.369,-.273,.100,8.158,8.158,8.612,-.454,205,205,314,284,19,0,2,"2,558",,,,,1,2020
82,Dustin Johnson,"2,111",37,"2,111","18,767","18,767",60,229,229,416,358,358,540,-0.32,-5.499,-5.499,.337,.337,.532,-.123,13.154,13.154,18.653,-5.499,107,107,182,350,10,0,2,"2,492",,,,,,2020
83,James Hahn,"3,170",49,"3,170","24,604","24,604",82,384,384,620,527,527,810,-0.26,-16.164,-16.164,.306,.306,.062,.167,2.054,2.054,18.219,-16.164,182,182,283,239,17,0,2,"2,603",,,,,,2020
84,Matt Jones,"3,862",55,"3,862","31,415","31,415",102,412,412,765,647,647,990,-0.30,-17.031,-17.031,.249,.249,-.078,.556,15.679,15.679,32.712,-17.031,207,207,343,592,18,0,2,"2,250",,,,1,1,2020
85,Luke Donald,"3,167",45,"3,167","25,623","25,623",90,374,374,623,536,536,810,-0.27,-2.455,-2.455,-.828,-.828,.691,.276,1.980,1.980,4.435,-2.455,171,171,274,139,15,0,,"2,703",,,,,,2020
86,Abraham Ancer,"3,363",53,"3,363","28,263","28,263",96,472,472,670,575,575,864,-0.31,9.156,9.156,.355,.355,.055,-.530,4.406,4.406,-4.749,9.156,178,178,289,414,15,0,3,"2,428",,,,,,2020
87,Kramer Hickok,"4,313",61,"4,313","33,572","33,572",114,546,546,840,722,722,"1,098",-0.27,1.011,1.011,.171,.171,-.043,-.349,-8.727,-8.727,-9.738,1.011,218,218,376,281,21,0,1,"2,561",,,,,,2020
88,Si Woo Kim,"4,848",72,"4,848","39,076","39,076",130,617,617,966,813,813,"1,242",-0.30,-17.732,-17.732,.366,.366,.045,.162,15.497,15.497,33.229,-17.732,266,266,429,580,20,0,1,"2,262",,,,,,2020
89,Anirban Lahiri,"3,962",56,"3,962","33,207","33,207",112,479,479,778,647,647,"1,008",-0.27,-1.170,-1.170,.390,.390,-.341,.238,12.001,12.001,13.172,-1.170,218,218,361,561,18,0,2,"2,281",,,,1,,2020
90,Andrew Putnam,"4,217",60,"4,217","31,856","31,856",112,515,515,827,723,723,"1,080",-0.27,2.012,2.012,-.289,-.289,.096,.189,1.800,1.800,-.214,2.012,230,230,357,311,20,0,1,"2,531",,,,,,2020
91,Chase Seiffert,"2,333",37,"2,333","18,873","18,873",66,289,289,459,384,384,594,-0.26,-6.169,-6.169,-.267,-.267,.274,.077,-4.570,-4.570,1.600,-6.169,128,128,210,134,11,0,,"2,708",,,,,,2020
92,Bubba Watson,"1,571",29,"1,571","13,247","13,247",44,191,191,306,251,251,396,-0.29,-3.715,-3.715,.277,.277,.040,.152,4.737,4.737,8.452,-3.715,78,78,145,199,9,0,1,"2,643",,,,,,2020
93,Ian Poulter,"2,401",41,"2,401","19,998","19,998",68,297,297,474,380,380,612,-0.29,11.677,11.677,-.281,-.281,-.080,.268,8.698,8.698,-2.978,11.677,149,149,232,162,13,0,,"2,680",,,,,,2020
94,Sepp Straka,"4,949",75,"4,949","39,959","39,959",132,580,580,974,841,841,"1,260",-0.26,8.252,8.252,.093,.093,-.197,-.018,2.175,2.175,-6.077,8.252,249,249,419,897,23,1,3,"1,945",,1,1,,1,2020
95,Brandon Wu,"3,226",50,"3,226","26,757","26,757",92,388,388,635,567,567,828,-0.31,11.381,11.381,-.046,-.046,.020,-.391,-.302,-.302,-11.683,11.381,153,153,261,374,17,0,2,"2,468",,,,1,1,2020
96,David Lipsky,"4,087",62,"4,087","34,116","34,116",116,525,525,801,712,712,"1,044",-0.30,-2.613,-2.613,-.091,-.091,.346,-.005,8.386,8.386,10.999,-2.613,184,184,332,402,20,0,3,"2,440",,,,,,2020
97,Tyler Duncan,"3,718",57,"3,718","31,109","31,109",106,505,505,731,654,654,954,-0.28,-14.395,-14.395,.234,.234,.245,.061,5.031,5.031,19.426,-14.395,181,181,300,245,18,0,,"2,597",,,,,,2020
98,Kevin Streelman,"4,512",64,"4,512","37,918","37,918",128,613,613,883,751,751,"1,152",-0.25,2.562,2.562,.290,.290,-.185,.160,17.450,17.450,14.886,2.562,256,256,401,294,19,0,1,"2,548",,,,,,2020
99,Ryan Armour,"2,537",40,"2,537","20,594","20,594",72,375,375,501,441,441,648,-0.23,-5.777,-5.777,.420,.420,.071,-.009,5.307,5.307,11.084,-5.777,134,134,207,141,13,0,,"2,701",,,,,,2020
100,Doug Ghim,"3,944",60,"3,944","30,736","30,736",104,489,489,776,671,671,"1,008",-0.26,-19.841,-19.841,.017,.017,.411,.121,4.328,4.328,24.169,-19.841,210,210,337,240,18,0,1,"2,602",,,,,,2020
101,Nick Taylor,"4,384",62,"4,384","36,606","36,606",124,519,519,857,731,731,"1,116",-0.25,-7.622,-7.622,.025,.025,.119,.019,.043,.043,7.663,-7.622,243,243,385,291,19,0,,"2,551",,,,,,2020
102,Peter Malnati,"5,279",75,"5,279","42,000","42,000",142,552,552,"1,037",870,870,"1,350",-0.31,15.364,15.364,-.298,-.298,.105,.133,11.792,11.792,-3.573,15.364,294,294,480,385,22,0,2,"2,457",,,,,,2020
103,Danny Willett,"2,696",42,"2,696","22,380","22,380",76,332,332,528,440,440,684,-0.24,-8.729,-8.729,-.002,-.002,-.368,.640,-2.259,-2.259,6.470,-8.729,151,151,244,182,13,0,,"2,660",,,,,,2020
104,Kevin Na,"2,389",38,"2,389","19,719","19,719",68,314,314,476,413,413,612,-0.31,-.595,-.595,-.588,-.588,.472,.191,1.671,1.671,2.267,-.595,117,117,199,306,11,0,1,"2,536",,,,,,2020
105,William McGirt,"2,116",30,"2,116","17,141","17,141",60,262,262,418,356,356,540,-0.21,-4.625,-4.625,-.337,-.337,-.326,.523,-8.671,-8.671,-4.046,-4.625,120,120,184,62,11,0,,"2,780",,,,,,2020
106,Pat Perez,"3,811",54,"3,811","28,859","28,859",100,427,427,741,626,626,972,-0.29,.248,.248,-.460,-.460,.212,.419,7.613,7.613,7.365,.248,214,214,346,249,17,0,2,"2,593",,,,,,2020
107,Vince Whaley,"4,293",63,"4,293","36,628","36,628",122,434,434,845,694,694,"1,098",-0.34,9.577,9.577,-.057,-.057,-.552,-.036,-18.154,-18.154,-27.730,9.577,228,228,404,283,20,0,1,"2,559",,,,,,2020
108,Beau Hossler,"3,271",48,"3,271","28,387","28,387",92,318,318,643,524,524,828,-0.30,34.624,34.624,-.191,-.191,-.696,.063,.865,.865,-33.757,34.624,180,180,304,494,16,0,2,"2,348",,,,,1,2020
109,Greyson Sigg,"4,504",66,"4,504","37,594","37,594",128,548,548,885,761,761,"1,152",-0.27,-.608,-.608,-.079,-.079,-.029,-.098,-10.059,-10.059,-9.454,-.608,250,250,391,232,20,0,,"2,610",,,,,,2020
110,Brooks Koepka,"2,817",45,"2,817","24,882","24,882",80,299,299,558,460,460,720,-0.31,9.450,9.450,.146,.146,-.065,-.168,6.462,6.462,-2.988,9.450,158,158,260,405,14,0,2,"2,437",,,,,1,2020
111,Stephan Jaeger,"4,177",63,"4,177","34,173","34,173",118,443,443,815,651,651,"1,062",-0.31,9.028,9.028,-.824,-.824,.014,.494,-6.459,-6.459,-15.488,9.028,251,251,411,273,21,0,1,"2,569",,,,,,2020
112,Robert Streb,"3,737",55,"3,737","29,476","29,476",98,443,443,728,609,609,954,-0.28,2.724,2.724,-.087,-.087,-.126,.051,-4.534,-4.534,-7.258,2.724,216,216,345,284,19,0,3,"2,558",,,,,,2020
113,Vaughn Taylor,"2,604",39,"2,604","20,910","20,910",74,356,356,514,439,439,666,-0.27,-13.783,-13.783,-.144,-.144,.326,.080,-7.498,-7.498,6.286,-13.783,146,146,227,113,13,0,1,"2,729",,,,,,2020
114,Jonathan Byrd,"2,609",39,"2,609","21,636","21,636",74,315,315,513,428,428,666,-0.27,8.774,8.774,-.597,-.597,-.512,.507,-5.070,-5.070,-13.844,8.774,159,159,238,197,13,0,1,"2,645",,,,,,2020
115,Kurt Kitayama,"3,108",48,"3,108","26,975","26,975",88,311,311,609,520,520,792,-0.32,-2.021,-2.021,-.001,-.001,.622,-.279,7.561,7.561,9.582,-2.021,152,152,272,481,16,0,2,"2,361",,,,1,1,2020
116,Chad Ramey,"4,096",60,"4,096","33,370","33,370",116,521,521,805,695,695,"1,044",-0.30,-11.200,-11.200,-.367,-.367,.380,-.200,-18.684,-18.684,-7.485,-11.200,191,191,349,538,20,1,2,"2,304",,1,1,,,2020
117,Patton Kizzire,"4,362",64,"4,362","37,701","37,701",124,464,464,864,732,732,"1,116",-0.30,3.443,3.443,-.146,-.146,.249,-.102,3.494,3.494,.052,3.443,240,240,384,283,19,0,1,"2,559",,,,,,2020
118,Sahith Theegala,"4,991",73,"4,991","43,107","43,107",142,529,529,981,841,841,"1,278",-0.29,-10.433,-10.433,.048,.048,.079,.126,3.966,3.966,14.398,-10.433,275,275,437,461,21,0,3,"2,381",,,,,1,2020
119,Brian Stuard,"4,870",73,"4,870","37,932","37,932",138,682,682,953,807,807,"1,242",-0.25,-17.838,-17.838,-.484,-.484,.132,.220,-24.316,-24.316,-6.477,-17.838,279,279,435,258,24,0,2,"2,584",,,,,,2020
120,Wyndham Clark,"4,015",61,"4,015","33,850","33,850",106,408,408,783,671,671,"1,026",-0.30,10.791,10.791,.023,.023,-.254,-.204,-7.894,-7.894,-18.689,10.791,217,217,355,260,19,0,1,"2,582",,,,,,2020
121,Graeme McDowell,"2,962",44,"2,962","23,804","23,804",84,378,378,580,495,495,756,-0.29,3.896,3.896,-.316,-.316,.257,-.316,-6.966,-6.966,-10.863,3.896,163,163,261,197,15,0,,"2,645",,,,,,2020
122,Austin Smotherman,"3,602",53,"3,602","30,844","30,844",102,451,451,705,622,622,918,-0.29,-7.518,-7.518,.431,.431,.567,-.448,12.819,12.819,20.337,-7.518,169,169,296,206,16,0,,"2,636",,,,,,2020
123,Michael Thompson,"4,226",60,"4,226","34,235","34,235",120,550,550,833,686,686,"1,080",-0.30,8.818,8.818,-.264,-.264,-.253,.047,-14.644,-14.644,-23.463,8.818,253,253,394,282,18,0,1,"2,560",,,,,,2020
124,Stewart Cink,"3,319",47,"3,319","28,553","28,553",94,390,390,655,571,571,846,-0.29,1.929,1.929,-.106,-.106,.165,-.338,-9.769,-9.769,-11.700,1.929,143,143,275,269,15,0,2,"2,573",,,,,,2020
125,Dylan Frittelli,"4,463",63,"4,463","38,026","38,026",126,444,444,877,739,739,"1,134",-0.27,-2.794,-2.794,-.158,-.158,.103,.092,-.906,-.906,1.889,-2.794,237,237,395,316,19,0,1,"2,526",,,,,,2020
126,Sam Ryder,"4,104",62,"4,104","31,745","31,745",108,466,466,804,668,668,"1,044",-0.32,8.064,8.064,-.243,-.243,-.110,.042,-6.843,-6.843,-14.907,8.064,207,207,376,350,20,0,3,"2,492",,,,,1,2020
127,Erik van Rooyen,"2,821",43,"2,821","21,691","21,691",72,350,350,556,485,485,720,-0.31,-5.422,-5.422,.156,.156,.366,-.391,-.957,-.957,4.464,-5.422,118,118,235,269,13,0,1,"2,573",,,,,,2020
128,Andrew Novak,"3,657",54,"3,657","30,721","30,721",104,406,406,721,623,623,936,-0.26,-9.057,-9.057,-.230,-.230,.188,.173,-4.877,-4.877,4.181,-9.057,208,208,313,193,18,0,,"2,649",,,,,,2020
129,Cam Davis,"3,528",50,"3,528","30,360","30,360",100,400,400,702,575,575,900,-0.31,1.267,1.267,.049,.049,.052,-.010,5.277,5.277,4.009,1.267,193,193,325,279,16,0,2,"2,563",,,,,1,2020
130,Francesco Molinari,"2,901",41,"2,901","24,121","24,121",82,347,347,571,468,468,738,-0.29,1.326,1.326,-.241,-.241,-.134,.277,-2.024,-2.024,-3.349,1.326,157,157,270,181,13,0,1,"2,661",,,,,,2020
